The recipe,Source file count,Source file changed count,Cumulative scanning time (ns),Max scanning time (ns),Cumulative edit time (ns),Max edit time (ns)
The recipe whose stats are being measured both individually and cumulatively.,The number of source files the recipe ran over.,"The number of source files which were changed in the recipe run. Includes files created, deleted, and edited.",The total time spent across the scanning phase of this recipe.,The max time scanning any one source file.,The total time spent across the editing phase of this recipe.,The max time editing any one source file.
org.openrewrite.java.spring.boot2.SpringBootProperties_2_6,10,9,121465,91897,45344,3435
org.openrewrite.maven.RemoveRedundantDependencyVersions,10,9,0,0,1026468,135176
org.openrewrite.java.migrate.net.MigrateHttpURLConnectionHttpServerErrorToHttpInternalError,10,9,0,0,97985,34367
org.openrewrite.hibernate.ReplaceLazyCollectionAnnotation,10,9,0,0,68351,20592
org.openrewrite.java.spring.boot2.SpringBootProperties_2_5,10,9,13400,2631,78984,9379
org.openrewrite.java.spring.boot2.RestTemplateBuilderRequestFactory,10,9,0,0,213120,54487
org.openrewrite.java.ChangePackage,10,9,0,0,80617340,13031385
org.openrewrite.java.spring.ChangeSpringPropertyValue,10,9,0,0,2416391,615182
org.openrewrite.java.migrate.jakarta.DeprecatedCDIAPIsRemoved40,10,9,13099,5067,54178,7075
org.openrewrite.java.migrate.AddLombokMapstructBindingMavenDependencyOnly,10,9,25596,5927,17967,4850
org.openrewrite.java.migrate.jakarta.JettyUpgradeEE9,10,9,10237,863,57211,7972
org.openrewrite.java.spring.security5.UseNewSecurityMatchers,10,9,0,0,94646,10755
org.openrewrite.hibernate.EmptyInterceptorToInterface,10,9,0,0,3720295,743102
org.openrewrite.java.migrate.UpdateSdkMan,10,9,0,0,4149230,281142
org.openrewrite.java.migrate.jakarta.JavaxSecurityToJakartaSecurity,10,9,11791,3816,34199,10667
org.openrewrite.java.testing.junit5.TimeoutRuleToClassAnnotation,10,9,0,0,198512,72192
org.openrewrite.java.migrate.jakarta.JavaxJmsToJakartaJms,10,9,7894,960,15546,2125
org.openrewrite.java.migrate.UpgradeToJava17,10,9,23147,5747,65205,37099
org.openrewrite.java.spring.security6.oauth2.client.OAuth2LoginLambdaDsl,10,9,0,0,74577,24509
org.openrewrite.hibernate.AddScalarPreferStandardBasicTypes,10,9,0,0,88066,19304
org.openrewrite.java.spring.NoAutowiredOnConstructor,10,9,0,0,81363,10981
org.openrewrite.java.spring.boot2.MigrateWebTestClientBuilderCustomizerPackageName,10,9,15333,3288,73046,17173
org.openrewrite.java.migrate.lang.MigrateRuntimeVersionMajorToFeature,10,9,6339,709,25146,12535
org.openrewrite.java.testing.junit5.CleanupJUnitImports,10,9,0,0,1654102,343646
org.openrewrite.openapi.swagger.MigrateApiParamDefaultValue,10,9,0,0,245074,169794
org.openrewrite.java.ReplaceStringLiteralValue,10,9,0,0,1723048,376826
org.openrewrite.java.migrate.jakarta.JavaxEjbToJakartaEjb,10,9,8997,2674,22566,2346
org.openrewrite.maven.AddPluginDependency,10,9,0,0,2829,444
org.openrewrite.java.migrate.RemovedRuntimeTraceMethods,10,9,5911,873,43281,7509
org.openrewrite.java.spring.boot2.MigrateErrorPropertiesIncludeStackTraceConstants,10,9,0,0,90433,11721
org.openrewrite.java.migrate.CastArraysAsListToList,10,9,0,0,70920,15764
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_1,10,9,166717,52091,307532,13707
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_2,10,9,101652,14543,173849,6683
org.openrewrite.java.spring.boot2.MigrateUndertowServletWebServerFactoryIsEagerInitFilters,10,9,36239,5308,48951,12238
org.openrewrite.java.spring.boot3.RemoveEnableBatchProcessing,10,9,0,0,143677,40740
org.openrewrite.maven.UseMavenCompilerPluginReleaseConfiguration,10,9,0,0,435468,148097
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_0,10,9,299827,179799,266021,16022
org.openrewrite.java.springdoc.SwaggerToSpringDoc,10,9,12643,2520,36736,4222
org.openrewrite.java.migrate.javaee8.ApacheDefaultProvider,10,9,6685,1789,18343,4558
org.openrewrite.java.spring.boot2.ReplaceExtendWithAndContextConfiguration,10,9,0,0,460829,137785
org.openrewrite.xml.ChangeTagValue,10,9,0,0,832474,99865
org.openrewrite.java.migrate.logging.MigrateLogRecordSetMillisToSetInstant,10,9,0,0,299648,79497
org.openrewrite.java.migrate.jakarta.UpgradeFaces3OpenSourceLibraries,10,9,11444,1779,40316,5357
org.openrewrite.java.migrate.javax.AddJaxbDependenciesWithRuntime,10,9,10412,1302,206309,110041
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_7,10,9,34626,6522,87088,13801
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_5,10,9,88887,29455,122144,8535
org.openrewrite.java.testing.testcontainers.Testcontainers2ContainerClasses,10,9,0,0,43654,31444
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_6,10,9,107744,61348,96366,5137
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_3,10,9,72909,5736,198869,8558
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_4,10,9,54222,3395,164782,7966
org.openrewrite.openapi.swagger.MigrateApiResponsesToApiResponses,10,9,13969,3703,74208,7708
org.openrewrite.java.testing.dbrider.MigrateDbRiderSpringToDbRiderJUnit5,10,9,0,0,114762,53134
org.openrewrite.java.testing.junit5.GradleUseJunitJupiter,10,9,0,0,27583,2575
org.openrewrite.java.migrate.concurrent.JavaConcurrentAPIs,10,9,8197,861,42097,9189
org.openrewrite.java.migrate.jakarta.RemovedJakartaFacesExpressionLanguageClasses,10,9,97123,85685,44478,2191
org.openrewrite.java.migrate.jakarta.Faces2xMigrationToJakartaFaces3x,10,9,19262,1778,39525,2913
org.openrewrite.java.spring.boot2.MigrateHsqlEmbeddedDatabaseConnection,10,9,0,0,61799,7560
org.openrewrite.java.migrate.lombok.UpdateLombokToJava11,10,9,14451,1447,55456,12120
org.openrewrite.java.migrate.jakarta.UpdateEclipseLinkDependencies,10,9,14904,5253,66673,34037
org.openrewrite.java.spring.boot2.MigrateErrorControllerPackageName,10,9,13134,3107,51434,6304
org.openrewrite.java.migrate.javax.JavaxXmlStreamAPIs,10,9,6176,675,12436,2014
org.openrewrite.java.spring.boot3.ConfigurationOverEnableSecurity,10,9,0,0,698870,120359
org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterOrDigitToIsJavaIdentifierPart,10,9,5422,685,22576,11452
org.openrewrite.java.migrate.ChangeDefaultKeyStore,10,9,0,0,355961,66135
org.openrewrite.java.migrate.jakarta.JavaxToJakartaCdiExtensions,10,9,6220,1215,21916,8821
org.openrewrite.java.migrate.javax.MigrateCounterMonitorSetThresholdToSetInitThreshold,10,9,6542,693,16903,1670
org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeGradle,10,9,0,0,22140,2248
org.openrewrite.xml.ChangeTagName,10,9,0,0,316143,94930
org.openrewrite.apache.httpclient5.UpgradeApacheHttpClientDependencies,10,9,22944,5675,13288,2180
org.openrewrite.hibernate.MigrateToHibernate61,10,9,17358,4716,40952,7843
org.openrewrite.hibernate.MigrateToHibernate60,10,9,10416,717,18628,1553
org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,10,9,26835,4420,41028,3184
org.openrewrite.hibernate.MigrateToHibernate62,10,9,6409,3617,19551,11667
org.openrewrite.java.testing.mockito.Mockito4to5Only,10,9,3544,642,13078,5823
org.openrewrite.apache.httpclient5.MigrateSSLConnectionSocketFactory,10,9,0,0,100898,14315
org.openrewrite.java.testing.junit5.IgnoreToDisabled,10,9,0,0,153825,47505
org.openrewrite.openapi.swagger.MigrateApiToTag,10,9,0,0,87030,10614
org.openrewrite.java.migrate.jakarta.UpdateJakartaPlatform10,10,9,7064,1155,48260,6569
org.openrewrite.maven.AddDependency,10,9,209805,21487,91218,10442
org.openrewrite.jenkins.UpgradeJavaVersion,10,9,445333,144329,1765896,449571
org.openrewrite.java.migrate.javax.MigrateTypeKindVisitor6To9,10,9,6252,739,15506,2517
org.openrewrite.java.testing.junit5.UseWiremockExtension,10,9,0,0,218460,19507
org.openrewrite.java.spring.security6.RemoveFilterSecurityInterceptorOncePerRequest,10,9,0,0,5532530,1123392
org.openrewrite.java.migrate.jakarta.JavaxMailToJakartaMail,10,9,8236,747,17169,2248
org.openrewrite.openapi.swagger.MigrateApiModelPropertyToSchema,10,9,12687,2027,182296,127016
org.openrewrite.java.migrate.net.JavaNetAPIs,10,9,10144,2283,64670,8408
org.openrewrite.java.spring.cloud2022.DependencyUpgrades,10,9,8152,1023,27306,2115
org.openrewrite.java.UseStaticImport,10,9,0,0,113650,29310
org.openrewrite.java.springdoc.ReplaceSpringFoxDependencies,10,9,51840,7422,23672,2109
org.openrewrite.java.migrate.jakarta.JakartaFacesXhtmlEE9,10,9,24865,3482,54822,4014
org.openrewrite.java.testing.junit5.TemporaryFolderToTempDir,10,9,0,0,83617,6604
org.openrewrite.java.spring.batch.RemoveDefaultBatchConfigurer,10,9,0,0,97280,11244
org.openrewrite.java.migrate.jakarta.UpdateGetRealPath,10,9,0,0,1460486,267084
org.openrewrite.java.testing.testcontainers.ExplicitContainerImages,10,9,0,0,31437,25946
org.openrewrite.openapi.swagger.MigrateApiImplicitParam,10,9,0,0,184907,22553
org.openrewrite.java.spring.data.UseJpaRepositoryGetById,10,9,11804,3281,19356,2326
org.openrewrite.maven.RemoveExclusion,10,9,0,0,4297596,1835788
org.openrewrite.apache.httpclient5.ChangeArgumentToTimeValue,10,9,0,0,30498,4074
org.openrewrite.java.spring.framework.MigrateWebMvcConfigurerAdapter,10,9,0,0,413780,26086
org.openrewrite.apache.httpclient5.CredentialsStoreClear,10,9,10353,769,26075,4346
org.openrewrite.java.migrate.jakarta.RemoveJakartaAnnotationDependencyWhenManagedBySpringBoot,10,9,13486956,6487861,27423,9163
org.openrewrite.java.migrate.jakarta.JavaxInjectMigrationToJakartaInject,10,9,15625,4800,31278,7758
org.openrewrite.apache.httpclient5.CredentialsStoreSetCredentials,10,9,29226,4760,78744,10322
org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioUtilMapping,10,9,8912,753,10141,1253
org.openrewrite.java.migrate.jakarta.UpdateFileupload2Dependencies,10,9,8891,2278,22490,7149
org.openrewrite.java.spring.data.MigrateJpaSort,10,9,0,0,2332270,379957
org.openrewrite.maven.ChangeDependencyClassifier,10,9,0,0,3199712,438534
org.openrewrite.maven.UpdateMavenProjectPropertyJavaVersion,10,9,0,0,76840298,28561764
org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterToIsJavaIdentifierStart,10,9,6944,2225,38971,17156
org.openrewrite.openapi.swagger.SwaggerToOpenAPI,10,9,13680,2027,22187,2142
org.openrewrite.java.spring.SeparateApplicationYamlByProfile,10,9,744091,562368,455910,230672
org.openrewrite.java.migrate.javax.AddInjectDependencies,10,9,6728,755,37145,12136
org.openrewrite.java.testing.testcontainers.GetHostMigration,10,9,0,0,18901,10526
org.openrewrite.java.migrate.jakarta.JavaxTransactionMigrationToJakartaTransaction,10,9,9981,1554,25973,7234
org.openrewrite.java.spring.data.JdbcTemplateQueryForLongMigration,10,9,0,0,24994,5819
org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_ClassMapping,10,9,13429,6706,47947,26266
org.openrewrite.java.migrate.jakarta.EhcacheJavaxToJakarta,10,9,7657,694,51728,10488
org.openrewrite.java.migrate.jakarta.MigrateFastjsonForJakarta10,10,9,6360,1374,16288,1791
org.openrewrite.java.migrate.lang.MigrateCharacterIsSpaceToIsWhitespace,10,9,5445,674,13964,5023
org.openrewrite.java.migrate.jakarta.JavaxJspToJakartaJsp,10,9,8963,822,25856,7744
org.openrewrite.java.migrate.jakarta.ServletCookieBehaviorChangeRFC6265,10,9,6042,1193,30557,3542
org.openrewrite.java.migrate.jakarta.UpdateJerseyDependencies,10,9,9599,2609,25546,5036
org.openrewrite.java.migrate.jakarta.JavaxBatchMigrationToJakartaBatch,10,9,8116,2558,16252,1866
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_2,10,9,24845,7942,19601,1936
org.openrewrite.java.ChangeMethodInvocationReturnType,10,9,0,0,6074811,478066
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_3,10,9,17297,3725,27229,3562
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,10,9,18613,4194,29126,6222
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,10,9,18758,3509,32988,3396
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,10,9,25465,7672,33234,12518
org.openrewrite.java.migrate.jakarta.JavaxServletToJakartaServlet,10,9,12887,4860,23472,6279
org.openrewrite.openapi.swagger.ConvertApiResponseCodesToStrings,10,9,0,0,102853,14057
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,10,9,225979,210668,88884,47931
org.openrewrite.java.spring.kafka.KafkaOperationsSendReturnType,10,9,0,0,121841,23594
org.openrewrite.java.migrate.jacoco.UpgradeJaCoCo,10,9,7253,685,10215,966
org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_DeprecatedMethods,10,9,8933,1486,75053,9022
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_0,10,9,23322,3065,23015,2214
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_1,10,9,22397,3367,36644,4564
org.openrewrite.java.migrate.UpgradeToJava6,10,9,7229,836,13485,1202
org.openrewrite.java.migrate.UpgradeToJava7,10,9,6700,724,24121,6447
org.openrewrite.java.migrate.javax.HttpSessionInvalidate,10,9,0,0,316495,90196
org.openrewrite.java.migrate.javax.MigrateSimpleTypeVisitor6To9,10,9,6177,850,15117,2368
org.openrewrite.java.migrate.jakarta.MigrationToJakarta10Apis,10,9,14009,1068,18913,3233
org.openrewrite.yaml.ChangeKey,10,9,0,0,39268,2287
org.openrewrite.java.migrate.jakarta.RemoveBeanIsNullable,10,9,0,0,1371782,198140
org.openrewrite.java.migrate.jakarta.FacesManagedBeansRemoved,10,9,12085,2188,16122,1742
org.openrewrite.java.migrate.concurrent.MigrateAtomicLongArrayWeakCompareAndSetToWeakCompareAndSetPlain,10,9,5584,701,26834,11857
org.openrewrite.java.testing.junit5.UpgradeSurefirePlugin,10,9,0,0,69507,17768
org.openrewrite.java.migrate.jakarta.UpdateBeanManagerMethods,10,9,0,0,2533649,1196207
org.openrewrite.java.migrate.UpgradeToJava8,10,9,14848,973,20387,1531
org.openrewrite.java.spring.security6.oauth2.client.OAuth2ClientLambdaDsl,10,9,0,0,52388,25782
org.openrewrite.java.spring.boot2.MigrateToWebServerFactoryCustomizer,10,9,101253,68391,51727,17724
org.openrewrite.java.AddLiteralMethodArgument,10,9,0,0,319665,57330
org.openrewrite.config.CompositeRecipe,10,9,0,0,139737,127452
org.openrewrite.maven.RemovePlugin,10,9,0,0,290419,185656
org.openrewrite.java.testing.mockito.PowerMockitoMockStaticToMockito,10,9,0,0,933317,199302
org.openrewrite.staticanalysis.PrimitiveWrapperClassConstructorToValueOf,10,9,0,0,1419420,986872
org.openrewrite.java.spring.security5.ReplaceGlobalMethodSecurityWithMethodSecurity,10,9,0,0,150307,99650
org.openrewrite.apache.httpclient5.UpgradeApacheHttpCoreNioDependencies,10,9,13750,1462,12495,1221
org.openrewrite.scala.migrate.UpgradeScala_2_12,10,9,6169,701,16738,2142
org.openrewrite.java.migrate.javax.MigrateAbstractTypeVisitor6To9,10,9,5813,679,21734,2938
org.openrewrite.apache.httpclient4.MigrateDefaultHttpClient,10,9,0,0,50112,5586
org.openrewrite.java.migrate.lang.ExplicitRecordImport,10,9,0,0,1380198,231469
org.openrewrite.java.migrate.concurrent.MigrateAtomicReferenceWeakCompareAndSetToWeakCompareAndSetPlain,10,9,5175,699,32539,11631
org.openrewrite.java.spring.boot2.MigrateMultipartConfigFactory,10,9,0,0,127911,14371
org.openrewrite.java.testing.junit5.RemoveObsoleteRunners,10,9,0,0,6313294,1361092
org.openrewrite.gradle.UpdateGradleWrapper,10,9,13627993,4989445,781887,50883
org.openrewrite.java.migrate.UpgradePluginsForJava17,10,9,4679,732,12873,1367
org.openrewrite.java.spring.boot2.DatabaseComponentAndBeanInitializationOrdering,10,9,6745934,1942181,75442,6085
org.openrewrite.java.spring.batch.UpgradeSkipPolicyParameterType,10,9,8149,1377,186013,159738
org.openrewrite.java.testing.junit5.UseXMLUnitLegacy,10,9,0,0,101312,55115
org.openrewrite.java.migrate.jakarta.UpdateApacheShiroDependencies,10,9,10248,3043,39118,6184
org.openrewrite.java.spring.boot3.MigrateMaxHttpHeaderSize,10,9,7067,1350,17156,2642
org.openrewrite.java.DeleteMethodArgument,10,9,0,0,1244984,533665
org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioClassMapping,10,9,15326,2777,14782,2816
org.openrewrite.java.spring.security6.UpgradeSpringSecurity_6_0,10,9,8318,1035,49629,7513
org.openrewrite.java.spring.security6.UpgradeSpringSecurity_6_1,10,9,7493,2717,10163,2569
org.openrewrite.java.migrate.jakarta.RemovedIsParmetersProvidedMethod,10,9,25685,11918,26896,8071
org.openrewrite.java.migrate.net.MigrateURLDecoderDecode,10,9,0,0,724982,215344
org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeMaven,10,9,0,0,281348,199532
org.openrewrite.java.migrate.nio.file.PathsGetToPathOf,10,9,7706,3175,98835,68631
org.openrewrite.java.migrate.UpgradePluginsForJava11,10,9,5515,726,22932,4890
org.openrewrite.java.migrate.jakarta.JavaxXmlSoapToJakartaXmlSoap,10,9,6682,726,55033,9894
org.openrewrite.java.spring.batch.MigrateJobBuilderFactory,10,9,0,0,89796,10717
org.openrewrite.java.spring.framework.MigrateUtf8MediaTypes,10,9,0,0,4370096,522008
org.openrewrite.openapi.swagger.MigrateApiOperationToOperation,10,9,14642,1960,44590,4807
org.openrewrite.java.spring.security5.WebSecurityConfigurerAdapter,10,9,0,0,258534,17999
org.openrewrite.java.migrate.util.ReplaceMathRandomWithThreadLocalRandomRecipe,10,9,0,0,78218,12934
org.openrewrite.java.spring.boot3.DowngradeServletApiWhenUsingJetty,10,9,0,0,901562,577808
org.openrewrite.java.spring.security5.ReplaceGlobalMethodSecurityWithMethodSecurityXml,10,9,12797,4727,17437,2556
org.openrewrite.java.spring.boot3.MigrateThymeleafDependencies,10,9,41632,7080,57451,9666
org.openrewrite.java.migrate.ReplaceComSunAWTUtilitiesMethods,10,9,0,0,1503236,271753
org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_TimeUnit,10,9,6385,858,84235,57559
org.openrewrite.java.spring.data.UseJpaRepositoryGetReferenceById,10,9,17271,2658,26169,2133
org.openrewrite.java.testing.junit5.CategoryToTag,10,9,0,0,301801,241742
org.openrewrite.openapi.swagger.UseJakartaSwaggerArtifacts,10,9,20346,3683,14348,1191
org.openrewrite.gradle.ChangeDependencyClassifier,10,9,0,0,69497,28140
org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_0,10,9,57968,6204,166799,34693
org.openrewrite.java.spring.framework.MigrateResponseStatusExceptionGetStatusCodeMethod,10,9,0,0,50193,15427
org.openrewrite.java.testing.mockito.MockitoJUnitRunnerToExtension,10,9,0,0,427779,46290
org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_2,10,9,46866,5444,108292,11762
org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_1,10,9,39913,3217,72712,6062
org.openrewrite.java.migrate.jakarta.RestAssuredJavaxToJakarta,10,9,11503,1538,19488,2633
org.openrewrite.java.migrate.RemovedRMIConnectorServerCredentialTypesConstant,10,9,5373,755,11410,3217
org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_3,10,9,38006,7920,76009,15409
org.openrewrite.java.migrate.javax.MigrateXMLEventFactoryNewInstanceToNewFactory,10,9,6017,1354,9391,1144
org.openrewrite.java.spring.batch.MigrateMethodAnnotatedByBatchAPI,10,9,0,0,559148,260605
org.openrewrite.java.spring.boot2.ChangeEmbeddedServletContainerCustomizer,10,9,0,0,289141,46941
org.openrewrite.java.RemoveAnnotation,10,9,0,0,10001876,1143337
org.openrewrite.java.migrate.jakarta.UpdateJakartaXmlWsEE10,10,9,9285,829,37911,8824
org.openrewrite.config.DeclarativeRecipe$PreconditionBellwether,10,9,0,0,49765723,2984625
org.openrewrite.java.testing.junit5.JUnitParamsRunnerToParameterized,10,9,0,0,209188,43589
org.openrewrite.java.spring.boot2.ReplaceDeprecatedEnvironmentTestUtils,10,9,0,0,63193,7295
org.openrewrite.java.migrate.jakarta.UpdateAddAnnotatedTypes,10,9,0,0,1427620,275104
org.openrewrite.java.spring.boot2.MigrateDatabaseCredentials,10,9,30437,8997,27472,2471
org.openrewrite.java.spring.data.UpgradeSpringData_2_3,10,9,28959,7827,54247,6353
org.openrewrite.apache.httpclient5.MigrateRequestConfig,10,9,0,0,97526,22176
org.openrewrite.java.spring.data.UpgradeSpringData_2_5,10,9,24596,7032,112156,69202
org.openrewrite.java.spring.data.UpgradeSpringData_2_7,10,9,43503,8007,75283,11078
org.openrewrite.java.migrate.JREJdbcInterfaceNewMethods,10,9,6364,696,20085,2978
org.openrewrite.java.migrate.BeansXmlNamespace,10,9,0,0,47314,30040
org.openrewrite.java.migrate.jakarta.UpdateApacheCommonsEmailDependencies,10,9,32559,21051,19272,3237
org.openrewrite.maven.ChangeManagedDependencyGroupIdAndArtifactId,10,9,0,0,806543,140428
org.openrewrite.java.migrate.ThreadStopDestroy,10,9,5893,1029,13395,1906
org.openrewrite.java.migrate.util.OptionalNotEmptyToIsPresent,10,9,0,0,551478,122414
org.openrewrite.maven.ChangePluginGroupIdAndArtifactId,10,9,0,0,136387,91681
org.openrewrite.java.testing.testcontainers.Testcontainers2Migration,10,9,37081,10656,68958,8628
org.openrewrite.java.spring.security5.UpdateSCryptPasswordEncoder,10,9,0,0,41248,10068
org.openrewrite.openapi.swagger.MigrateApiImplicitParamsToParameters,10,9,15384,2670,58551,9099
org.openrewrite.java.migrate.jakarta.JavaxMigrationToJakarta,10,9,13354,4770,19785,2789
org.openrewrite.java.spring.doc.SecurityContextToSecurityScheme,10,9,0,0,3942832,2033981
org.openrewrite.java.springdoc.UpgradeSpringDoc_2_2,10,9,8041,1754,25649,10864
org.openrewrite.java.migrate.net.MigrateMulticastSocketGetTTLToGetTimeToLive,10,9,5256,878,26988,5014
org.openrewrite.java.testing.mockito.CleanupMockitoImports,10,9,0,0,387146,74854
org.openrewrite.hibernate.MigrateToHypersistenceUtilsHibernate6.2,10,9,2722,422,13229,4803
org.openrewrite.java.spring.boot2.SamlRelyingPartyPropertyApplicationPropertiesMove,10,9,0,0,993751,403291
org.openrewrite.hibernate.MigrateToHypersistenceUtilsHibernate6.0,10,9,105613,98929,27465,2370
org.openrewrite.java.spring.security6.PropagateAuthenticationServiceExceptions,10,9,0,0,74633,12510
org.openrewrite.apache.commons.lang.WordUtilsToCommonsText,10,9,14597,2689,110982,51386
org.openrewrite.java.migrate.jakarta.UpgradeFaces4OpenSourceLibraries,10,9,9070,2114,35551,7138
org.openrewrite.java.spring.boot3.MigrateSapCfJavaLoggingSupport,10,9,17001,5479,11502,1171
org.openrewrite.java.migrate.logging.MigrateGetLoggingMXBeanToGetPlatformMXBean,10,9,0,0,342232,109927
org.openrewrite.java.migrate.AddLombokMapstructBinding,10,9,24545,4241,23003,7410
org.openrewrite.java.spring.framework.MigrateResponseStatusException,10,9,6371,660,37590,4939
org.openrewrite.hibernate.MigrateToHibernateDependencies60,10,9,8932,657,20651,1752
org.openrewrite.java.spring.boot2.MigrateLoggingSystemPropertyConstants,10,9,0,0,127009,13564
org.openrewrite.java.spring.boot3.MigrateDropWizardDependencies,10,9,7994,1426,35183,12027
org.openrewrite.java.migrate.javaee8.ServletIsRequestedSessionIdFromURL,10,9,12586,6260,18652,3633
org.openrewrite.java.spring.framework.UpgradeSpringFramework_6_0,10,9,11161,1121,37290,8149
org.openrewrite.java.spring.batch.MigrateItemWriterWrite,10,9,0,0,54750,8873
org.openrewrite.java.migrate.jakarta.JavaxElToJakartaEl,10,9,8182,1958,35612,11637
org.openrewrite.java.spring.test.SpringRulesToJUnitExtension,10,9,0,0,234668,42648
org.openrewrite.java.spring.boot3.RemoveConstructorBindingAnnotation,10,9,0,0,89263,17274
org.openrewrite.java.spring.framework.UseObjectUtilsIsEmpty,10,9,184322,142815,60417,4752
org.openrewrite.maven.AddAnnotationProcessor,10,9,0,0,2662,553
org.openrewrite.java.testing.junit5.UpdateMockWebServer,10,9,0,0,147397,32266
org.openrewrite.java.migrate.jakarta.JavaxWsToJakartaWs,10,9,10656,1304,28601,3794
org.openrewrite.java.migrate.jakarta.JavaxEjbJarXmlToJakartaEjbJarXml,10,9,11792,1677,21367,4072
org.openrewrite.java.migrate.sql.MigrateDriverManagerSetLogStream,10,9,0,0,34648,7129
org.openrewrite.java.migrate.lang.UseTextBlocks,10,9,0,0,2806648,916938
org.openrewrite.java.spring.SeparateApplicationPropertiesByProfile,10,9,1181257,741100,2082191,1491971
org.openrewrite.java.migrate.javaee7,10,9,9168,1114,22942,3836
org.openrewrite.java.migrate.javaee8,10,9,8280,750,17697,2613
org.openrewrite.java.testing.junit5.ThrowingRunnableToExecutable,10,9,0,0,48956,10483
org.openrewrite.java.migrate.javaee6,10,9,11157,4649,15602,1659
org.openrewrite.java.testing.junit5.TestRuleToTestInfo,10,9,0,0,51178,4283
org.openrewrite.java.spring.boot2.SpringBoot2BestPractices,10,9,169057,105111,132438,14096
org.openrewrite.java.migrate.javax.AddJaxbRuntime,10,9,761165,88202,4759380,2776092
org.openrewrite.java.migrate.jakarta.RemovedStateManagerMethods,10,9,15763,3218,31749,3365
org.openrewrite.java.migrate.lang.MigrateClassNewInstanceToGetDeclaredConstructorNewInstance,10,9,0,0,756962,147695
org.openrewrite.java.testing.junit5.UpgradeOkHttpMockWebServer,10,9,0,0,70854,30228
org.openrewrite.java.migrate.jakarta.JacksonJavaxToJakarta,10,9,15987,2490,25323,3597
org.openrewrite.java.spring.framework.MigrateResponseEntityExceptionHandlerHttpStatusToHttpStatusCode,10,9,0,0,92736,14290
org.openrewrite.java.spring.security6.oauth2.server.resource.OAuth2ResourceServerLambdaDsl,10,9,0,0,126162,98191
org.openrewrite.java.testing.junit5.AddHamcrestJUnitDependency,10,9,1756790,378731,823327,644491
org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,10,9,41554,21815,30949,6230
org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1,10,9,4324,1908,9663,1493
org.openrewrite.java.migrate.javax.AddJaxbAPIDependencies,10,9,8290,714,32786,11104
org.openrewrite.java.migrate.jakarta.UpdateApacheWSSecurityPackages,10,9,7869,1162,29072,5765
org.openrewrite.java.migrate.util.UseEnumSetOf,10,9,0,0,1065850,135245
org.openrewrite.java.spring.batch.JobParameterToString,10,9,0,0,24938,2499
org.openrewrite.java.springdoc.UpgradeSpringDoc_2,10,9,27042,2909,56806,4716
org.openrewrite.java.spring.boot2.GetErrorAttributes,10,9,0,0,121894,38906
org.openrewrite.java.migrate.jakarta.ApplicationPathWildcardNoLongerAccepted,10,9,0,0,2399727,613440
org.openrewrite.java.migrate.lang.StringFormatted,10,9,0,0,393167,90509
org.openrewrite.java.migrate.jakarta.JohnzonJavaxToJakarta,10,9,11546,1376,23976,5409
org.openrewrite.java.ChangeType,10,9,0,0,500337647,5679252
org.openrewrite.java.migrate.javax.MigrateElementKindVisitor6To9,10,9,5873,793,170973,94084
org.openrewrite.java.migrate.concurrent.MigrateAtomicLongWeakCompareAndSetToWeakCompareAndSetPlain,10,9,5812,675,17198,4956
