Source path before the run,Source path after the run,Parent of the recipe that made changes,Recipe that made changes,Estimated time saving,Cycle
src/test/java/com/neo/controller/HelloTests.java,src/test/java/com/neo/controller/HelloTests.java,,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,300,1
src/test/java/com/neo/controller/HelloTests.java,src/test/java/com/neo/controller/HelloTests.java,org.openrewrite.java.migrate.UpgradeBuildToJava11,org.openrewrite.java.migrate.UpgradeJavaVersion,0,1
src/test/java/com/neo/controller/HelloTests.java,src/test/java/com/neo/controller/HelloTests.java,org.openrewrite.java.migrate.Java8toJava11,org.openrewrite.java.migrate.UpgradeBuildToJava11,0,1
src/test/java/com/neo/controller/HelloTests.java,src/test/java/com/neo/controller/HelloTests.java,org.openrewrite.java.migrate.UpgradeToJava17,org.openrewrite.java.migrate.Java8toJava11,0,1
src/test/java/com/neo/controller/HelloTests.java,src/test/java/com/neo/controller/HelloTests.java,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,org.openrewrite.java.migrate.UpgradeToJava17,0,1
src/test/java/com/neo/controller/HelloTests.java,src/test/java/com/neo/controller/HelloTests.java,,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,0,1
src/test/java/com/neo/controller/HelloTests.java,src/test/java/com/neo/controller/HelloTests.java,org.openrewrite.java.migrate.UpgradeBuildToJava17,org.openrewrite.java.migrate.UpgradeJavaVersion,0,1
src/test/java/com/neo/controller/HelloTests.java,src/test/java/com/neo/controller/HelloTests.java,org.openrewrite.java.migrate.UpgradeToJava17,org.openrewrite.java.migrate.UpgradeBuildToJava17,0,1
src/test/java/com/neo/controller/HelloTests.java,src/test/java/com/neo/controller/HelloTests.java,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,org.openrewrite.java.migrate.UpgradeToJava17,0,1
src/test/java/com/neo/controller/HelloTests.java,src/test/java/com/neo/controller/HelloTests.java,,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,0,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.testing.junit5.JUnit4to5Migration,org.openrewrite.java.testing.junit5.UpdateBeforeAfterAnnotations,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,org.openrewrite.java.testing.junit5.JUnit4to5Migration,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.testing.junit5.JUnit4to5Migration,org.openrewrite.java.testing.junit5.UpdateTestAnnotation,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,org.openrewrite.java.testing.junit5.JUnit4to5Migration,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UnnecessarySpringRunWith,org.openrewrite.java.testing.junit5.RunnerToExtension,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,org.openrewrite.java.spring.boot2.UnnecessarySpringRunWith,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,org.openrewrite.java.spring.boot2.UnnecessarySpringExtension,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,300,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.migrate.UpgradeBuildToJava11,org.openrewrite.java.migrate.UpgradeJavaVersion,0,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.migrate.Java8toJava11,org.openrewrite.java.migrate.UpgradeBuildToJava11,0,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.migrate.UpgradeToJava17,org.openrewrite.java.migrate.Java8toJava11,0,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,org.openrewrite.java.migrate.UpgradeToJava17,0,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,0,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.migrate.UpgradeBuildToJava17,org.openrewrite.java.migrate.UpgradeJavaVersion,0,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.migrate.UpgradeToJava17,org.openrewrite.java.migrate.UpgradeBuildToJava17,0,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,org.openrewrite.java.migrate.UpgradeToJava17,0,1
src/test/java/com/neo/controller/HelloWorldControlerTests.java,src/test/java/com/neo/controller/HelloWorldControlerTests.java,,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,0,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.testing.junit5.JUnit4to5Migration,org.openrewrite.java.testing.junit5.UpdateTestAnnotation,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,org.openrewrite.java.testing.junit5.JUnit4to5Migration,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UnnecessarySpringRunWith,org.openrewrite.java.testing.junit5.RunnerToExtension,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,org.openrewrite.java.spring.boot2.UnnecessarySpringRunWith,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,org.openrewrite.java.spring.boot2.UnnecessarySpringExtension,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,,org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,300,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.migrate.UpgradeBuildToJava11,org.openrewrite.java.migrate.UpgradeJavaVersion,0,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.migrate.Java8toJava11,org.openrewrite.java.migrate.UpgradeBuildToJava11,0,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.migrate.UpgradeToJava17,org.openrewrite.java.migrate.Java8toJava11,0,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,org.openrewrite.java.migrate.UpgradeToJava17,0,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,0,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.migrate.UpgradeBuildToJava17,org.openrewrite.java.migrate.UpgradeJavaVersion,0,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.migrate.UpgradeToJava17,org.openrewrite.java.migrate.UpgradeBuildToJava17,0,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,org.openrewrite.java.migrate.UpgradeToJava17,0,1
src/test/java/com/neo/ApplicationTests.java,src/test/java/com/neo/ApplicationTests.java,,org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,0,1
