The recipe,Source file count,Source file changed count,Cumulative scanning time (ns),Max scanning time (ns),Cumulative edit time (ns),Max edit time (ns)
org.openrewrite.java.migrate.logging.JavaLoggingAPIs,10,9,6358,676,53113,22860
org.openrewrite.java.spring.boot3.ActuatorEndpointSanitization,10,9,9923,3730,25674,2687
org.openrewrite.java.spring.ChangeSpringPropertyKey,10,9,0,0,639367421,4320774
org.openrewrite.java.migrate.jakarta.RemovalsServletJakarta10,10,9,7448,1462,20079,3363
org.openrewrite.apache.httpclient5.OutputBufferWriteAddOffsetAndLengthArguments,10,9,0,0,47066,14033
org.openrewrite.java.migrate.SunNetSslPackageUnavailable,10,9,3948,602,16221,1379
org.openrewrite.java.migrate.Jre17AgentMainPreMainPublic,10,9,3754,669,20675,2783
org.openrewrite.java.spring.security6.RemoveUseAuthorizationManager,10,9,6969,767,29292,5779
org.openrewrite.java.testing.testcontainers.ExplicitContainerImage,10,9,0,0,69950,3911
org.openrewrite.java.testing.junit5.RunnerToExtension,10,9,0,0,465261650,404159527
org.openrewrite.java.migrate.jakarta.RemovedUIComponentConstant,10,9,8575,1478,42821,4642
org.openrewrite.java.spring.boot2.MigrateApplicationHealthIndicatorToPingHealthIndicator,10,9,26036,5270,24006,3189
org.openrewrite.java.migrate.DeprecatedCountStackFramesMethod,10,9,4221,598,17032,3299
org.openrewrite.java.migrate.javax.MigrateXMLOutputFactoryNewInstanceToNewFactory,10,9,3664,643,10043,1228
org.openrewrite.java.spring.boot2.OutputCaptureExtension,10,9,0,0,137739,11708
org.openrewrite.java.dependencies.UpgradeDependencyVersion,10,9,747188625,388612077,428399172,51483487
org.openrewrite.maven.UpgradeDependencyVersion,10,9,321184,99322,409602,140876
org.openrewrite.java.spring.batch.ReplaceSupportClassWithItsInterface,10,9,0,0,268569,57078
org.openrewrite.java.migrate.jakarta.JavaxPersistenceToJakartaPersistence,10,9,17888,5112,62912,5004
org.openrewrite.java.testing.mockito.CleanupPowerMockImports,10,9,0,0,247381,55614
org.openrewrite.java.migrate.javax.AddJaxwsDependencies,10,9,12308,3945,52717,21430
org.openrewrite.java.migrate.ReplaceLocalizedStreamMethods,10,9,0,0,1318519,438606
org.openrewrite.java.testing.testcontainers.AddTestcontainersAnnotations,10,9,0,0,9843,2924
org.openrewrite.java.spring.security6.UpdateRequestCache,10,9,0,0,175842,132961
org.openrewrite.java.spring.batch.MigrateJobParameter,10,9,0,0,144123,15758
org.openrewrite.java.spring.framework.MigrateSpringAssert,10,9,10227,2587,29120,5811
org.openrewrite.java.spring.security5.UpgradeSpringSecurity_5_8,10,9,6213,562,18215,1239
org.openrewrite.java.ReorderMethodArguments,10,9,0,0,1372759,121369
org.openrewrite.java.migrate.Java8toJava11,10,9,14476,2408,17027,2139
org.openrewrite.java.migrate.InternalBindPackages,10,9,6113,738,44023,8589
org.openrewrite.java.spring.security5.UpgradeSpringSecurity_5_7,10,9,16715,1718,50548,1841
org.openrewrite.RenameFile,10,9,0,0,77495751,27141801
org.openrewrite.apache.httpclient4.MappingDeprecatedClasses,10,9,6800,725,13542,1524
org.openrewrite.java.migrate.lang.JavaLangAPIs,10,9,9152,793,13364,1204
org.openrewrite.java.spring.boot2.UnnecessarySpringExtension,10,9,0,0,5944040,3838301
org.openrewrite.java.migrate.jakarta.JavaxBeanValidationXmlToJakartaBeanValidationXml,10,9,10183,1623,20855,3394
org.openrewrite.java.migrate.javax.MigrateElementScanner6To9,10,9,4627,614,11160,1339
org.openrewrite.java.testing.junit5.AddMissingTestBeforeAfterAnnotations,10,9,0,0,3819668,853313
org.openrewrite.java.testing.junit5.UseTestMethodOrder,10,9,0,0,91323,7768
org.openrewrite.java.testing.junit5.EnclosedToNested,10,9,0,0,71788,5397
org.openrewrite.java.migrate.BouncyCastleFromJdk15OnToJdk15to18,10,9,4399,1286,16336,2162
org.openrewrite.java.migrate.lang.MigrateRuntimeVersionSecurityToUpdate,10,9,3044,579,15132,5059
org.openrewrite.java.migrate.javax.MigrateAbstractAnnotationValueVisitor6To9,10,9,6647,739,10106,890
org.openrewrite.java.spring.security6.RequireExplicitSavingOfSecurityContextRepository,10,9,0,0,73273,12508
org.openrewrite.java.testing.arquillian.ArquillianJUnit4ToArquillianJUnit5,10,9,0,0,81568,31561
org.openrewrite.java.migrate.AddMissingMethodImplementation,10,9,0,0,741695,53709
org.openrewrite.java.migrate.BounceCastleFromJdk15OntoJdk18On,10,9,6704,2738,50547,11107
org.openrewrite.java.spring.boot2.MigrateRestClientBuilderCustomizerPackageName,10,9,34096,4800,48204,14387
org.openrewrite.java.spring.boot2.SpringBootMavenPluginMigrateAgentToAgents,10,9,0,0,3119090,2604774
org.openrewrite.java.testing.junit5.EnvironmentVariables,10,9,0,0,42922331,11857950
org.openrewrite.java.migrate.jakarta.JavaxXmlWsMigrationToJakartaXmlWs,10,9,9791,2718,28785,5827
org.openrewrite.java.migrate.javax.AddCommonAnnotationsDependencies,10,9,7812,1027,19692,3320
org.openrewrite.java.spring.boot2.MigrateActuatorMediaTypeToApiVersion,10,9,0,0,3908113,561001
org.openrewrite.java.testing.mockito.ReplaceInitMockToOpenMock,10,9,0,0,253196,173149
org.openrewrite.gradle.AddDependency,10,9,370215,65082,118399,26658
org.openrewrite.maven.RemoveManagedDependency,10,9,0,0,1130639,431927
org.openrewrite.apache.httpclient5.NewRequestLine,10,9,0,0,18613,3980
org.openrewrite.java.migrate.jakarta.JakartaFacesTagLibraryXml4,10,9,4087,1414,9680,1193
org.openrewrite.java.testing.junit5.UseHamcrestAssertThat,10,9,0,0,48012,26710
org.openrewrite.apache.httpclient5.StatusLine,10,9,6472,588,51582,8301
org.openrewrite.openapi.swagger.MigrateApiModelToSchema,10,9,0,0,203112,148857
org.openrewrite.java.testing.junit5.AddJupiterDependencies,10,9,5688119,1974602,5731028,5300210
org.openrewrite.java.spring.CommentOutSpringPropertyKey,10,9,0,0,33727208,1664048
org.openrewrite.java.testing.mockito.RemoveInitMocksIfRunnersSpecified,10,9,0,0,127253,28152
org.openrewrite.java.migrate.RemovedToolProviderConstructor,10,9,5047,920,23359,3598
org.openrewrite.java.testing.mockito.VerifyZeroToNoMoreInteractions,10,9,7255840,5027626,518316,87240
org.openrewrite.java.dependencies.ChangeDependency,10,9,0,0,169058080,2683983
org.openrewrite.openapi.swagger.ConvertApiResponseToContent,10,9,0,0,158341,76012
org.openrewrite.java.migrate.javax.JavaxLangModelUtil,10,9,6664,642,20547,1603
org.openrewrite.java.testing.junit5.ParameterizedRunnerToParameterized,10,9,0,0,133206,20232
org.openrewrite.maven.RemoveProperty,10,9,0,0,300437,116889
org.openrewrite.java.migrate.jakarta.JavaxJwsToJakartaJws,10,9,6176,904,10618,1694
org.openrewrite.java.spring.doc.MigrateDocketBeanToGroupedOpenApiBean,10,9,7774836,4159183,185646,19880
org.openrewrite.apache.httpclient4.UpgradeApacheHttpClient_4_5,10,9,6135,390,13917,1471
org.openrewrite.java.testing.junit5.UpdateBeforeAfterAnnotations,10,9,0,0,33564071,21186783
org.openrewrite.staticanalysis.AddSerialAnnotationToSerialVersionUID,10,9,0,0,2407177,722620
org.openrewrite.hibernate.MigrateBooleanMappings,10,9,0,0,271175,81663
org.openrewrite.java.migrate.jakarta.JavaxWebFragmentXmlToJakartaWebFragmentXml,10,9,7508,1462,32885,4950
org.openrewrite.java.migrate.jakarta.JakartaWebFragmentXml6,10,9,4935,1378,10276,1074
org.openrewrite.java.spring.boot2.MigrateHibernateConstraintsToJavax,10,9,11668,1804,34159,4070
org.openrewrite.apache.httpclient5.AddTimeUnitArgument,10,9,0,0,8544289,378071
org.openrewrite.java.spring.boot2.MigrateLocalServerPortAnnotation,10,9,0,0,108422,10434
org.openrewrite.java.testing.junit5.MigrateAssumptions,10,9,0,0,37687,20191
org.openrewrite.java.spring.cloud2022.MigrateRequestMappingOnFeignClient,10,9,0,0,74742,12693
org.openrewrite.java.testing.junit5.AddMissingNested,10,9,0,0,6141264,1349577
org.openrewrite.java.testing.dbrider.ExecutionListenerToDbRiderAnnotation,10,9,0,0,216415,37465
org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5,10,9,6922,562,22615,2661
org.openrewrite.java.migrate.AddStaticVariableOnProducerSessionBean,10,9,3936877,3531094,799622,536454
org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioInputBuffers,10,9,6213,543,8966,729
org.openrewrite.hibernate.TypeDescriptorToType,10,9,14015,2826,44481,7702
org.openrewrite.java.migrate.javax.AddJaxwsRuntime,10,9,0,0,3976,487
org.openrewrite.java.migrate.concurrent.MigrateAtomicIntegerWeakCompareAndSetToWeakCompareAndSetPlain,10,9,6027,616,15723,1797
org.openrewrite.java.migrate.ReplaceAWTGetPeerMethod,10,9,0,0,21257,3393
org.openrewrite.apache.commons.lang.UpgradeApacheCommonsLang_2_3,10,9,91252,72768,39049,4486
org.openrewrite.java.migrate.RemovedFileIOFinalizeMethods,10,9,3491,610,17319,1568
org.openrewrite.java.migrate.jakarta.JavaxJsonToJakartaJson,10,9,4824,960,15828,1834
org.openrewrite.java.migrate.jakarta.JavaxWebXmlToJakartaWebXml,10,9,7814,1245,43926,9405
org.openrewrite.java.spring.security5.UseNewRequestMatchers,10,9,0,0,137598,28721
org.openrewrite.java.migrate.jakarta.JavaxBeansXmlToJakartaBeansXml,10,9,15048,2028,57554,8774
org.openrewrite.java.testing.junit5.JUnit4to5Migration,10,9,13060653,8770594,29317,3118
org.openrewrite.gradle.UpdateJavaCompatibility,10,9,0,0,487402,42936
org.openrewrite.xml.RemoveXmlTag,10,9,0,0,627967,366828
org.openrewrite.java.migrate.jakarta.RemovedJakartaFacesResourceResolver,10,9,9698,1422,48265,3398
org.openrewrite.java.spring.cloud2022.MigrateCloudSleuthToMicrometerTracing,10,9,14298,1394,19745,5588
org.openrewrite.apache.httpclient5.RemoveByteBufferAllocators,10,9,0,0,57241,9649
org.openrewrite.apache.httpclient5.MigrateAuthScope,10,9,0,0,100480,12376
org.openrewrite.java.migrate.jakarta.JavaxXmlBindMigrationToJakartaXmlBind,10,9,9065,1465,19741,2360
org.openrewrite.java.testing.testcontainers.Testcontainers2Dependencies,10,9,28760,7360,39139,6127
org.openrewrite.maven.UpgradeParentVersion,10,9,0,0,1266240300,230533662
org.openrewrite.java.spring.boot2.RemoveObsoleteSpringRunners,10,9,11991,2643,55651,6234
org.openrewrite.java.migrate.RemovedLegacySunJSSEProviderName,10,9,5345,1528,27032,5591
org.openrewrite.java.RemoveMethodInvocations,10,9,0,0,752389,58774
org.openrewrite.java.migrate.concurrent.MigrateAtomicReferenceArrayWeakCompareAndSetToWeakCompareAndSetPlain,10,9,4827,620,9478,903
org.openrewrite.java.migrate.jakarta.JavaxWebsocketToJakartaWebsocket,10,9,6239,784,70157,9230
org.openrewrite.java.spring.framework.MigrateResponseStatusExceptionGetRawStatusCodeMethod,10,9,0,0,1983110,496470
org.openrewrite.java.migrate.jakarta.JakartaEE10,10,9,22390,4225,20147,2046
org.openrewrite.java.migrate.javaee7.OpenJPAPersistenceProvider,10,9,8706,1578,12523,2038
org.openrewrite.java.migrate.jakarta.JakartaWebXml6,10,9,12472,8138,12102,1904
org.openrewrite.java.spring.boot2.MigrateDatabaseCredentialsForToolYaml,10,9,0,0,41703,2118
org.openrewrite.openapi.swagger.MigrateSwaggerDefinitionToOpenAPIDefinition,10,9,0,0,61934,5990
org.openrewrite.java.migrate.jakarta.JavaxResourceToJakartaResource,10,9,7433,1710,16398,4433
org.openrewrite.java.dependencies.AddDependency,10,9,141402310,50950066,36841126,19116952
org.openrewrite.java.testing.junit5.UseMockitoExtension,10,9,51586,20937,41211,4258
org.openrewrite.java.spring.framework.EnvironmentAcceptsProfiles,10,9,0,0,223520,28248
org.openrewrite.java.spring.boot3.MigrateWebMvcTagsToObservationConvention,10,9,0,0,2992563,465686
org.openrewrite.java.spring.boot2.UnnecessarySpringRunWith,10,9,40091,10110,93002,48515
org.openrewrite.java.spring.doc.ApiInfoBuilderToInfo,10,9,0,0,2081729,459382
org.openrewrite.java.migrate.lombok.LombokValToFinalVar,10,9,0,0,1049949,253493
org.openrewrite.java.migrate.jakarta.JavaxFacesConfigXmlToJakartaFacesConfigXml,10,9,7315,1274,96660,36489
org.openrewrite.java.spring.data.MigrateQuerydslJpaRepository,10,9,0,0,95671,25344
org.openrewrite.java.migrate.logging.MigrateLoggerGlobalToGetGlobal,10,9,0,0,191092,71543
org.openrewrite.staticanalysis.BigDecimalRoundingConstantsToEnums,10,9,0,0,279642,132657
org.openrewrite.java.migrate.BeanDiscovery,10,9,0,0,188228,100729
org.openrewrite.java.spring.NoRequestMappingAnnotation,10,9,0,0,2713674,2308918
org.openrewrite.maven.UpgradePluginVersion,10,9,0,0,10610465,1521464
org.openrewrite.java.migrate.javax.MigrateSimpleElementVisitor6To9,10,9,3899,640,15410,2176
org.openrewrite.java.spring.cloud2022.AddLoggingPatternLevelForSleuth,10,9,1159117,930534,1725351,1350631
org.openrewrite.java.migrate.jakarta.UpdateYassonDependencies,10,9,4226,1095,30469,8707
org.openrewrite.java.ChangePackageInStringLiteral,10,9,0,0,4014176,514861
org.openrewrite.java.migrate.MXBeanRule,10,9,0,0,2345425,518559
org.openrewrite.java.migrate.util.OptionalStreamRecipe,10,9,0,0,23132,3766
org.openrewrite.java.spring.ChangeMethodParameter,10,9,0,0,22315,3598
org.openrewrite.java.RemoveAnnotationAttribute,10,9,0,0,630131,114436
org.openrewrite.java.migrate.UpgradeJavaVersion,10,9,0,0,11469401,1322243
org.openrewrite.java.spring.framework.JdbcTemplateObjectArrayArgToVarArgs,10,9,0,0,182555,10443
org.openrewrite.java.spring.batch.SpringBatch4To5Migration,10,9,7366,988,44162,5829
org.openrewrite.java.spring.framework.MigrateHandlerInterceptor,10,9,0,0,199065,55969
org.openrewrite.java.spring.kafka.UpgradeSpringKafka_3_0,10,9,8983,954,40627,6601
org.openrewrite.java.migrate.logging.MigrateLoggerLogrbToUseResourceBundle,10,9,0,0,24129,3711
org.openrewrite.java.migrate.jakarta.JavaxValidationMigrationToJakartaValidation,10,9,6730,1136,26498,5317
org.openrewrite.java.spring.security5.UpdatePbkdf2PasswordEncoder,10,9,0,0,42584,6604
org.openrewrite.java.testing.junit5.MigrateJUnitTestCase,10,9,0,0,130357,7422
org.openrewrite.java.spring.cloud2022.UpgradeSpringCloud_2022,10,9,6866,790,45284,7526
org.openrewrite.java.spring.boot2.MigrateRestTemplateBuilderBasicAuthorization,10,9,31127,5524,52750,24103
org.openrewrite.java.spring.boot2.DatabaseComponentAndBeanInitializationOrderingUnconditionally,10,9,0,0,13046,2425
org.openrewrite.java.migrate.JREWrapperInterface,10,9,5946,1955,14669,1689
org.openrewrite.java.migrate.net.MigrateMulticastSocketSetTTLToSetTimeToLive,10,9,0,0,152541,86025
org.openrewrite.java.testing.junit5.TempDirNonFinal,10,9,0,0,65672,4261
org.openrewrite.java.testing.arquillian.ReplaceArquillianInSequenceAnnotation,10,9,0,0,116684,20039
org.openrewrite.java.spring.boot2.MigrateDatabaseCredentialsForToolProperties,10,9,0,0,1600863,327018
org.openrewrite.java.spring.boot2.SpringBootProperties_2_0,10,9,60444,32445,30552,3685
org.openrewrite.java.migrate.jakarta.JavaxEnterpriseToJakartaEnterprise,10,9,4140,1547,32251,3201
org.openrewrite.java.migrate.jakarta.JakartaFacesEcmaScript,10,9,21840,10912,43648,4940
org.openrewrite.java.ChangeMethodAccessLevel,10,9,0,0,89298,5635
org.openrewrite.java.spring.boot2.MaybeAddSpringBootStarterActuator,10,9,63045,15083,29334,3568
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_3_0,10,9,8363,1322,25825,4281
org.openrewrite.java.spring.framework.MigrateInstantiationAwareBeanPostProcessorAdapter,10,9,0,0,99929,5357
org.openrewrite.java.testing.mockito.ReplacePowerMockito,10,9,65866,15021,102728,15462
org.openrewrite.java.ReplaceConstantWithAnotherConstant,10,9,0,0,1146632,59278
org.openrewrite.java.spring.boot2.MigrateSpringBootServletInitializerPackageName,10,9,61236,35564,46999,10265
org.openrewrite.java.migrate.jakarta.JakartaFacesConfigXml4,10,9,4932,1471,33185,3974
org.openrewrite.java.testing.junit5.ExpectedExceptionToAssertThrows,10,9,0,0,334773,140651
org.openrewrite.java.spring.security5.RenameNimbusdsJsonObjectPackageName,10,9,9330,960,36985,6392
org.openrewrite.java.testing.junit5.UpdateTestAnnotation,10,9,0,0,648452753,589410592
org.openrewrite.java.spring.boot2.MigrateRestTemplateBuilderTimeoutByInt,10,9,0,0,167499,17472
org.openrewrite.github.SetupJavaUpgradeJavaVersion,10,9,0,0,50912,2740
org.openrewrite.java.spring.boot2.SpringBootProperties_2_4,10,9,27075,2900,36048,3437
org.openrewrite.java.migrate.jakarta.JavaxAuthorizationMigrationToJakartaAuthorization,10,9,7486,3310,18008,2413
org.openrewrite.java.ChangeAnnotationAttributeName,10,9,0,0,758604,22092
org.openrewrite.java.spring.boot2.SpringBootProperties_2_3,10,9,17316,4195,67233,11999
org.openrewrite.staticanalysis.InstanceOfPatternMatch,10,9,0,0,3193814,605192
org.openrewrite.java.migrate.logging.MigrateInterfaceLoggingMXBeanToPlatformLoggingMXBean,10,9,111638,107267,20353,7169
org.openrewrite.java.spring.boot2.SpringBootProperties_2_2,10,9,11831,1305,49352,12704
org.openrewrite.java.spring.framework.BeanMethodReturnNull,10,9,0,0,97851,19001
org.openrewrite.java.spring.boot2.SpringBootProperties_2_1,10,9,18154,4306,33516,7408
org.openrewrite.apache.httpclient5.MigrateStringEntityStringCharsetConstructor,10,9,0,0,210840,62447
org.openrewrite.java.spring.boot2.SpringBootProperties_2_7,10,9,20233,6800,50520,7584
org.openrewrite.java.spring.boot2.SpringBootProperties_2_6,10,9,16488,3568,54058,10655
org.openrewrite.maven.RemoveRedundantDependencyVersions,10,9,0,0,1966471,888867
org.openrewrite.java.migrate.net.MigrateHttpURLConnectionHttpServerErrorToHttpInternalError,10,9,0,0,82217,32923
org.openrewrite.hibernate.ReplaceLazyCollectionAnnotation,10,9,0,0,65016,21654
org.openrewrite.java.spring.boot2.SpringBootProperties_2_5,10,9,11823,2179,121072,38115
org.openrewrite.java.spring.boot2.RestTemplateBuilderRequestFactory,10,9,0,0,138890,12842
org.openrewrite.java.ChangePackage,10,9,0,0,64590424,11993349
org.openrewrite.java.spring.ChangeSpringPropertyValue,10,9,0,0,1994978,538436
org.openrewrite.java.migrate.jakarta.DeprecatedCDIAPIsRemoved40,10,9,6800,2105,59111,6069
org.openrewrite.java.migrate.AddLombokMapstructBindingMavenDependencyOnly,10,9,19268,1358,18398,2455
org.openrewrite.java.migrate.jakarta.JettyUpgradeEE9,10,9,6574,831,45706,6486
org.openrewrite.java.spring.security5.UseNewSecurityMatchers,10,9,0,0,120224,23267
org.openrewrite.hibernate.EmptyInterceptorToInterface,10,9,0,0,3243787,479310
org.openrewrite.java.migrate.UpdateSdkMan,10,9,0,0,4024353,712719
org.openrewrite.java.migrate.jakarta.JavaxSecurityToJakartaSecurity,10,9,8072,1900,69952,44618
org.openrewrite.java.testing.junit5.TimeoutRuleToClassAnnotation,10,9,0,0,328817,167095
org.openrewrite.java.migrate.jakarta.JavaxJmsToJakartaJms,10,9,7282,2678,18902,2203
org.openrewrite.java.migrate.UpgradeToJava17,10,9,14135,4307,22023,1706
org.openrewrite.java.spring.security6.oauth2.client.OAuth2LoginLambdaDsl,10,9,0,0,78967,29372
