The recipe,Source file count,Source file changed count,Cumulative scanning time (ns),Max scanning time (ns),Cumulative edit time (ns),Max edit time (ns)
org.openrewrite.hibernate.AddScalarPreferStandardBasicTypes,10,9,0,0,82118,14218
org.openrewrite.java.spring.NoAutowiredOnConstructor,10,9,0,0,61508,4689
org.openrewrite.java.spring.boot2.MigrateWebTestClientBuilderCustomizerPackageName,10,9,10962,1528,38250,6307
org.openrewrite.java.migrate.lang.MigrateRuntimeVersionMajorToFeature,10,9,9724,6973,10777,1333
org.openrewrite.java.testing.junit5.CleanupJUnitImports,10,9,0,0,1323285,257160
org.openrewrite.openapi.swagger.MigrateApiParamDefaultValue,10,9,0,0,61581,15011
org.openrewrite.java.ReplaceStringLiteralValue,10,9,0,0,1647751,379576
org.openrewrite.java.migrate.jakarta.JavaxEjbToJakartaEjb,10,9,6972,2003,19385,2697
org.openrewrite.maven.AddPluginDependency,10,9,0,0,3801,1224
org.openrewrite.java.migrate.RemovedRuntimeTraceMethods,10,9,6112,1184,84472,46907
org.openrewrite.java.spring.boot2.MigrateErrorPropertiesIncludeStackTraceConstants,10,9,0,0,195780,100080
org.openrewrite.java.migrate.CastArraysAsListToList,10,9,0,0,45945,7525
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_1,10,9,65663,2327,231183,14604
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_2,10,9,76748,12032,202719,8920
org.openrewrite.java.spring.boot2.MigrateUndertowServletWebServerFactoryIsEagerInitFilters,10,9,38701,6540,52944,19315
org.openrewrite.java.spring.boot3.RemoveEnableBatchProcessing,10,9,0,0,91660,13497
org.openrewrite.maven.UseMavenCompilerPluginReleaseConfiguration,10,9,0,0,576653,125636
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_0,10,9,161072,75882,228031,7588
org.openrewrite.java.springdoc.SwaggerToSpringDoc,10,9,12702,2329,36970,6592
org.openrewrite.java.migrate.javaee8.ApacheDefaultProvider,10,9,6751,3376,10463,1722
org.openrewrite.java.spring.boot2.ReplaceExtendWithAndContextConfiguration,10,9,0,0,568441,294951
org.openrewrite.xml.ChangeTagValue,10,9,0,0,776617,91075
org.openrewrite.java.migrate.logging.MigrateLogRecordSetMillisToSetInstant,10,9,0,0,308501,193026
org.openrewrite.java.migrate.jakarta.UpgradeFaces3OpenSourceLibraries,10,9,7906,1281,32853,2119
org.openrewrite.java.migrate.javax.AddJaxbDependenciesWithRuntime,10,9,6958,745,95979,60537
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_7,10,9,23046,2705,58370,4403
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_5,10,9,50377,8912,99427,6442
org.openrewrite.java.testing.testcontainers.Testcontainers2ContainerClasses,10,9,0,0,42149,33549
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_6,10,9,37419,5801,93687,5149
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_3,10,9,65988,4129,181855,10884
org.openrewrite.java.spring.boot3.UpgradeMyBatisToSpringBoot_2_4,10,9,60718,4348,138607,10216
org.openrewrite.openapi.swagger.MigrateApiResponsesToApiResponses,10,9,9939,1940,49173,11083
org.openrewrite.java.testing.dbrider.MigrateDbRiderSpringToDbRiderJUnit5,10,9,0,0,64351,21817
org.openrewrite.java.testing.junit5.GradleUseJunitJupiter,10,9,0,0,24020,2644
org.openrewrite.java.migrate.concurrent.JavaConcurrentAPIs,10,9,18319,1155,39150,8753
org.openrewrite.java.migrate.jakarta.RemovedJakartaFacesExpressionLanguageClasses,10,9,10554,1270,56807,11437
org.openrewrite.java.migrate.jakarta.Faces2xMigrationToJakartaFaces3x,10,9,13980,2283,40122,5415
org.openrewrite.java.spring.boot2.MigrateHsqlEmbeddedDatabaseConnection,10,9,0,0,58565,4885
org.openrewrite.java.migrate.lombok.UpdateLombokToJava11,10,9,5949,694,34449,9031
org.openrewrite.java.migrate.jakarta.UpdateEclipseLinkDependencies,10,9,5791,1631,25431,2923
org.openrewrite.java.spring.boot2.MigrateErrorControllerPackageName,10,9,11945,1472,41578,4915
org.openrewrite.java.migrate.javax.JavaxXmlStreamAPIs,10,9,6217,1924,14845,1375
org.openrewrite.java.spring.boot3.ConfigurationOverEnableSecurity,10,9,0,0,717767,149941
org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterOrDigitToIsJavaIdentifierPart,10,9,5743,599,14159,1883
org.openrewrite.java.migrate.ChangeDefaultKeyStore,10,9,0,0,314463,78182
org.openrewrite.java.migrate.jakarta.JavaxToJakartaCdiExtensions,10,9,4873,1465,14194,2380
org.openrewrite.java.migrate.javax.MigrateCounterMonitorSetThresholdToSetInitThreshold,10,9,118768,114759,10771,969
org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeGradle,10,9,0,0,17474,1804
org.openrewrite.xml.ChangeTagName,10,9,0,0,531614,211324
org.openrewrite.apache.httpclient5.UpgradeApacheHttpClientDependencies,10,9,13638,1783,27175,3613
org.openrewrite.hibernate.MigrateToHibernate61,10,9,13576,3859,39355,4849
org.openrewrite.hibernate.MigrateToHibernate60,10,9,12717,1278,22592,1470
org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration,10,9,43500,19000,35254,6573
org.openrewrite.hibernate.MigrateToHibernate62,10,9,3160,556,13696,4872
org.openrewrite.java.testing.mockito.Mockito4to5Only,10,9,3422,547,10882,2450
org.openrewrite.apache.httpclient5.MigrateSSLConnectionSocketFactory,10,9,0,0,172294,75398
org.openrewrite.java.testing.junit5.IgnoreToDisabled,10,9,0,0,187761,125857
org.openrewrite.openapi.swagger.MigrateApiToTag,10,9,0,0,68026,4788
org.openrewrite.java.migrate.jakarta.UpdateJakartaPlatform10,10,9,6277,1394,56117,7826
org.openrewrite.maven.AddDependency,10,9,167853,14668,116374,10437
org.openrewrite.jenkins.UpgradeJavaVersion,10,9,540690,281573,2100416,1164497
org.openrewrite.java.migrate.javax.MigrateTypeKindVisitor6To9,10,9,4138,622,46961,34311
org.openrewrite.java.testing.junit5.UseWiremockExtension,10,9,0,0,344000,92617
org.openrewrite.java.spring.security6.RemoveFilterSecurityInterceptorOncePerRequest,10,9,0,0,4925842,1297873
org.openrewrite.java.migrate.jakarta.JavaxMailToJakartaMail,10,9,5729,1222,16220,2184
org.openrewrite.openapi.swagger.MigrateApiModelPropertyToSchema,10,9,9681,1960,49067,7075
org.openrewrite.java.migrate.net.JavaNetAPIs,10,9,69041,59841,51265,7129
org.openrewrite.java.spring.cloud2022.DependencyUpgrades,10,9,6655,605,14700,1680
org.openrewrite.java.UseStaticImport,10,9,0,0,68995,10419
org.openrewrite.java.springdoc.ReplaceSpringFoxDependencies,10,9,35873,4783,26765,2560
org.openrewrite.java.migrate.jakarta.JakartaFacesXhtmlEE9,10,9,13663,2049,54809,4703
org.openrewrite.java.testing.junit5.TemporaryFolderToTempDir,10,9,0,0,81078,6052
org.openrewrite.java.spring.batch.RemoveDefaultBatchConfigurer,10,9,0,0,103644,15067
org.openrewrite.java.migrate.jakarta.UpdateGetRealPath,10,9,0,0,1798243,328224
org.openrewrite.java.testing.testcontainers.ExplicitContainerImages,10,9,0,0,26772,23011
org.openrewrite.openapi.swagger.MigrateApiImplicitParam,10,9,0,0,144701,22484
org.openrewrite.java.spring.data.UseJpaRepositoryGetById,10,9,21742,12398,17646,2533
org.openrewrite.maven.RemoveExclusion,10,9,0,0,5795812,2848232
org.openrewrite.apache.httpclient5.ChangeArgumentToTimeValue,10,9,0,0,38398,10331
org.openrewrite.java.spring.framework.MigrateWebMvcConfigurerAdapter,10,9,0,0,360748,23724
org.openrewrite.apache.httpclient5.CredentialsStoreClear,10,9,17724,1414,13846,3564
org.openrewrite.java.migrate.jakarta.RemoveJakartaAnnotationDependencyWhenManagedBySpringBoot,10,9,11061803,5225434,15479,1822
org.openrewrite.java.migrate.jakarta.JavaxInjectMigrationToJakartaInject,10,9,8923,2669,23962,4066
org.openrewrite.apache.httpclient5.CredentialsStoreSetCredentials,10,9,17800,1285,295666,183811
org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioUtilMapping,10,9,10640,2404,10668,829
org.openrewrite.java.migrate.jakarta.UpdateFileupload2Dependencies,10,9,6893,1206,20428,3732
org.openrewrite.java.spring.data.MigrateJpaSort,10,9,0,0,1491423,196288
org.openrewrite.maven.ChangeDependencyClassifier,10,9,0,0,3739739,704336
org.openrewrite.maven.UpdateMavenProjectPropertyJavaVersion,10,9,0,0,71490026,29336655
org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterToIsJavaIdentifierStart,10,9,7061,638,10369,881
org.openrewrite.openapi.swagger.SwaggerToOpenAPI,10,9,13619,2199,34068,2814
org.openrewrite.java.spring.SeparateApplicationYamlByProfile,10,9,612469,468856,202693,34740
org.openrewrite.java.migrate.javax.AddInjectDependencies,10,9,4709,700,32161,7234
org.openrewrite.java.testing.testcontainers.GetHostMigration,10,9,0,0,18404,9715
org.openrewrite.java.migrate.jakarta.JavaxTransactionMigrationToJakartaTransaction,10,9,11740,2942,18398,5953
org.openrewrite.java.spring.data.JdbcTemplateQueryForLongMigration,10,9,0,0,24830,3260
org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_ClassMapping,10,9,6630,597,28933,8029
org.openrewrite.java.migrate.jakarta.EhcacheJavaxToJakarta,10,9,4691,585,39509,7809
org.openrewrite.java.migrate.jakarta.MigrateFastjsonForJakarta10,10,9,5951,1625,71853,56152
org.openrewrite.java.migrate.lang.MigrateCharacterIsSpaceToIsWhitespace,10,9,3942,645,68714,53817
org.openrewrite.java.migrate.jakarta.JavaxJspToJakartaJsp,10,9,6213,1395,17180,2247
org.openrewrite.java.migrate.jakarta.ServletCookieBehaviorChangeRFC6265,10,9,8244,1322,20522,3420
org.openrewrite.java.migrate.jakarta.UpdateJerseyDependencies,10,9,8016,2616,51643,27039
org.openrewrite.java.migrate.jakarta.JavaxBatchMigrationToJakartaBatch,10,9,7393,2487,18396,2301
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_2,10,9,17949,2732,21717,2815
org.openrewrite.java.ChangeMethodInvocationReturnType,10,9,0,0,6272630,426122
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_3,10,9,14324,2635,23004,2722
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4,10,9,17886,4032,30558,2997
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5,10,9,15331,2885,20423,3038
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6,10,9,15520,3890,25825,6657
org.openrewrite.java.migrate.jakarta.JavaxServletToJakartaServlet,10,9,12436,4155,21824,3027
org.openrewrite.openapi.swagger.ConvertApiResponseCodesToStrings,10,9,0,0,92976,6886
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7,10,9,143241,127797,51150,28761
org.openrewrite.java.spring.kafka.KafkaOperationsSendReturnType,10,9,0,0,134908,39944
org.openrewrite.java.migrate.jacoco.UpgradeJaCoCo,10,9,4936,1384,11852,840
org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_DeprecatedMethods,10,9,6307,970,83348,8926
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_0,10,9,13702,2553,20848,2458
org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_1,10,9,20062,2959,23231,2728
org.openrewrite.java.migrate.UpgradeToJava6,10,9,5961,1415,11351,861
org.openrewrite.java.migrate.UpgradeToJava7,10,9,4857,1438,20853,7692
org.openrewrite.java.migrate.javax.HttpSessionInvalidate,10,9,0,0,456037,124723
org.openrewrite.java.migrate.javax.MigrateSimpleTypeVisitor6To9,10,9,7021,3182,23625,10675
org.openrewrite.java.migrate.jakarta.MigrationToJakarta10Apis,10,9,14129,1135,21090,2067
org.openrewrite.yaml.ChangeKey,10,9,0,0,31320,1682
org.openrewrite.java.migrate.jakarta.RemoveBeanIsNullable,10,9,0,0,1605481,217766
org.openrewrite.java.migrate.jakarta.FacesManagedBeansRemoved,10,9,4726,1373,17562,6703
org.openrewrite.java.migrate.concurrent.MigrateAtomicLongArrayWeakCompareAndSetToWeakCompareAndSetPlain,10,9,4842,642,8701,1019
org.openrewrite.java.testing.junit5.UpgradeSurefirePlugin,10,9,0,0,78271,39707
org.openrewrite.java.migrate.jakarta.UpdateBeanManagerMethods,10,9,0,0,2091942,861008
org.openrewrite.java.migrate.UpgradeToJava8,10,9,12174,1531,19273,1590
org.openrewrite.java.spring.security6.oauth2.client.OAuth2ClientLambdaDsl,10,9,0,0,31265,9031
org.openrewrite.java.spring.boot2.MigrateToWebServerFactoryCustomizer,10,9,80442,47174,45353,9498
org.openrewrite.java.AddLiteralMethodArgument,10,9,0,0,235277,4374
org.openrewrite.config.CompositeRecipe,10,9,0,0,20020,17046
org.openrewrite.maven.RemovePlugin,10,9,0,0,515626,327650
org.openrewrite.java.testing.mockito.PowerMockitoMockStaticToMockito,10,9,0,0,1168712,428134
org.openrewrite.staticanalysis.PrimitiveWrapperClassConstructorToValueOf,10,9,0,0,959984,416274
org.openrewrite.java.spring.security5.ReplaceGlobalMethodSecurityWithMethodSecurity,10,9,0,0,63799,17672
org.openrewrite.apache.httpclient5.UpgradeApacheHttpCoreNioDependencies,10,9,13258,1426,36513,14527
org.openrewrite.scala.migrate.UpgradeScala_2_12,10,9,6657,626,22456,4269
org.openrewrite.java.migrate.javax.MigrateAbstractTypeVisitor6To9,10,9,6110,634,13293,2648
org.openrewrite.apache.httpclient4.MigrateDefaultHttpClient,10,9,0,0,49306,4769
org.openrewrite.java.migrate.lang.ExplicitRecordImport,10,9,0,0,2081591,470336
org.openrewrite.java.migrate.concurrent.MigrateAtomicReferenceWeakCompareAndSetToWeakCompareAndSetPlain,10,9,4686,638,15263,2301
org.openrewrite.java.spring.boot2.MigrateMultipartConfigFactory,10,9,0,0,108231,8727
org.openrewrite.java.testing.junit5.RemoveObsoleteRunners,10,9,0,0,6859215,1501913
org.openrewrite.gradle.UpdateGradleWrapper,10,9,12657966,4535940,547636,15373
org.openrewrite.java.migrate.UpgradePluginsForJava17,10,9,4360,628,12310,1067
org.openrewrite.java.spring.boot2.DatabaseComponentAndBeanInitializationOrdering,10,9,6178724,2046248,69989,14689
org.openrewrite.java.spring.batch.UpgradeSkipPolicyParameterType,10,9,6352,1173,21459,3395
org.openrewrite.java.testing.junit5.UseXMLUnitLegacy,10,9,0,0,128446,50880
org.openrewrite.java.migrate.jakarta.UpdateApacheShiroDependencies,10,9,5201,976,37873,7291
org.openrewrite.java.spring.boot3.MigrateMaxHttpHeaderSize,10,9,7801,1485,19626,2755
org.openrewrite.java.DeleteMethodArgument,10,9,0,0,702911,57190
org.openrewrite.apache.httpclient5.UpgradeApacheHttpCore_5_NioClassMapping,10,9,14199,2974,13708,1084
org.openrewrite.java.spring.security6.UpgradeSpringSecurity_6_0,10,9,8605,627,52599,8223
org.openrewrite.java.spring.security6.UpgradeSpringSecurity_6_1,10,9,5713,1858,12078,4060
org.openrewrite.java.migrate.jakarta.RemovedIsParmetersProvidedMethod,10,9,8302,2355,12440,2747
org.openrewrite.java.migrate.net.MigrateURLDecoderDecode,10,9,0,0,403084,80397
org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeMaven,10,9,0,0,310740,202747
org.openrewrite.java.migrate.nio.file.PathsGetToPathOf,10,9,8840,2989,23376,2897
org.openrewrite.java.migrate.UpgradePluginsForJava11,10,9,5502,662,30263,5903
org.openrewrite.java.migrate.jakarta.JavaxXmlSoapToJakartaXmlSoap,10,9,10390,4687,58030,11199
org.openrewrite.java.spring.batch.MigrateJobBuilderFactory,10,9,0,0,90394,16821
org.openrewrite.java.spring.framework.MigrateUtf8MediaTypes,10,9,0,0,4270457,619241
org.openrewrite.openapi.swagger.MigrateApiOperationToOperation,10,9,12421,2111,64953,11552
org.openrewrite.java.spring.security5.WebSecurityConfigurerAdapter,10,9,0,0,206824,26848
org.openrewrite.java.migrate.util.ReplaceMathRandomWithThreadLocalRandomRecipe,10,9,0,0,46903,8231
org.openrewrite.java.spring.boot3.DowngradeServletApiWhenUsingJetty,10,9,0,0,810849,472115
org.openrewrite.java.spring.security5.ReplaceGlobalMethodSecurityWithMethodSecurityXml,10,9,7774,1540,16958,2562
org.openrewrite.java.spring.boot3.MigrateThymeleafDependencies,10,9,17774,3930,102294,11559
org.openrewrite.java.migrate.ReplaceComSunAWTUtilitiesMethods,10,9,0,0,1608627,227228
org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_TimeUnit,10,9,15304,10378,22965,3147
org.openrewrite.java.spring.data.UseJpaRepositoryGetReferenceById,10,9,91258,78935,20394,1717
org.openrewrite.java.testing.junit5.CategoryToTag,10,9,0,0,533467,470880
org.openrewrite.openapi.swagger.UseJakartaSwaggerArtifacts,10,9,10395,571,33807,3688
org.openrewrite.gradle.ChangeDependencyClassifier,10,9,0,0,39177,5630
org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_0,10,9,48080,4530,126796,7679
org.openrewrite.java.spring.framework.MigrateResponseStatusExceptionGetStatusCodeMethod,10,9,0,0,116667,80196
org.openrewrite.java.testing.mockito.MockitoJUnitRunnerToExtension,10,9,0,0,421467,49229
org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_2,10,9,38834,4648,79563,8959
org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_1,10,9,25201,2646,55841,3308
org.openrewrite.java.migrate.jakarta.RestAssuredJavaxToJakarta,10,9,9354,1966,14113,1698
org.openrewrite.java.migrate.RemovedRMIConnectorServerCredentialTypesConstant,10,9,3711,602,14957,1493
org.openrewrite.java.spring.framework.UpgradeSpringFramework_5_3,10,9,19528,1677,56767,7817
org.openrewrite.java.migrate.javax.MigrateXMLEventFactoryNewInstanceToNewFactory,10,9,4753,637,9185,956
org.openrewrite.java.spring.batch.MigrateMethodAnnotatedByBatchAPI,10,9,0,0,609472,331120
org.openrewrite.java.spring.boot2.ChangeEmbeddedServletContainerCustomizer,10,9,0,0,230829,33046
org.openrewrite.java.RemoveAnnotation,10,9,0,0,8470306,1007020
org.openrewrite.java.migrate.jakarta.UpdateJakartaXmlWsEE10,10,9,4546,591,14928,1545
org.openrewrite.config.DeclarativeRecipe$PreconditionBellwether,10,9,0,0,44366190,3919672
org.openrewrite.java.testing.junit5.JUnitParamsRunnerToParameterized,10,9,0,0,219282,46734
org.openrewrite.java.spring.boot2.ReplaceDeprecatedEnvironmentTestUtils,10,9,0,0,54933,4300
org.openrewrite.java.migrate.jakarta.UpdateAddAnnotatedTypes,10,9,0,0,1551068,194950
org.openrewrite.java.spring.boot2.MigrateDatabaseCredentials,10,9,26176,5482,26630,1760
org.openrewrite.java.spring.data.UpgradeSpringData_2_3,10,9,21980,4960,44014,7911
org.openrewrite.apache.httpclient5.MigrateRequestConfig,10,9,0,0,109082,65169
org.openrewrite.java.spring.data.UpgradeSpringData_2_5,10,9,34254,11521,73976,37602
org.openrewrite.java.spring.data.UpgradeSpringData_2_7,10,9,28175,8903,60641,14867
org.openrewrite.java.migrate.JREJdbcInterfaceNewMethods,10,9,5846,1386,12159,1657
org.openrewrite.java.migrate.BeansXmlNamespace,10,9,0,0,29772,13748
org.openrewrite.java.migrate.jakarta.UpdateApacheCommonsEmailDependencies,10,9,24834,17579,19100,2092
org.openrewrite.maven.ChangeManagedDependencyGroupIdAndArtifactId,10,9,0,0,711404,81487
org.openrewrite.java.migrate.ThreadStopDestroy,10,9,4670,634,17155,1701
org.openrewrite.java.migrate.util.OptionalNotEmptyToIsPresent,10,9,0,0,430988,110120
org.openrewrite.maven.ChangePluginGroupIdAndArtifactId,10,9,0,0,247107,176083
org.openrewrite.java.testing.testcontainers.Testcontainers2Migration,10,9,359408,339404,61145,29396
org.openrewrite.java.spring.security5.UpdateSCryptPasswordEncoder,10,9,0,0,39008,6174
org.openrewrite.openapi.swagger.MigrateApiImplicitParamsToParameters,10,9,11341,1972,54478,9762
org.openrewrite.java.migrate.jakarta.JavaxMigrationToJakarta,10,9,7900,1657,19304,1392
org.openrewrite.java.spring.doc.SecurityContextToSecurityScheme,10,9,0,0,4596942,2742972
org.openrewrite.java.springdoc.UpgradeSpringDoc_2_2,10,9,9951,4122,12636,2622
org.openrewrite.java.migrate.net.MigrateMulticastSocketGetTTLToGetTimeToLive,10,9,8791,3709,25843,3829
org.openrewrite.java.testing.mockito.CleanupMockitoImports,10,9,0,0,398816,118108
org.openrewrite.hibernate.MigrateToHypersistenceUtilsHibernate6.2,10,9,3310,556,11476,3721
org.openrewrite.java.spring.boot2.SamlRelyingPartyPropertyApplicationPropertiesMove,10,9,0,0,463186,183486
org.openrewrite.hibernate.MigrateToHypersistenceUtilsHibernate6.0,10,9,7939,1143,25952,3455
org.openrewrite.java.spring.security6.PropagateAuthenticationServiceExceptions,10,9,0,0,85512,19059
org.openrewrite.apache.commons.lang.WordUtilsToCommonsText,10,9,13859,2055,39151,3836
org.openrewrite.java.migrate.jakarta.UpgradeFaces4OpenSourceLibraries,10,9,5315,1402,24052,3953
org.openrewrite.java.spring.boot3.MigrateSapCfJavaLoggingSupport,10,9,11755,2948,12312,3131
org.openrewrite.java.migrate.logging.MigrateGetLoggingMXBeanToGetPlatformMXBean,10,9,0,0,242070,68279
org.openrewrite.java.migrate.AddLombokMapstructBinding,10,9,24790,4205,20530,2357
org.openrewrite.java.spring.framework.MigrateResponseStatusException,10,9,25736,20723,37967,4290
org.openrewrite.hibernate.MigrateToHibernateDependencies60,10,9,7213,1201,22531,1513
org.openrewrite.java.spring.boot2.MigrateLoggingSystemPropertyConstants,10,9,0,0,118994,17250
org.openrewrite.java.spring.boot3.MigrateDropWizardDependencies,10,9,5730,1383,36955,11616
org.openrewrite.java.migrate.javaee8.ServletIsRequestedSessionIdFromURL,10,9,9435,5676,20578,7117
org.openrewrite.java.spring.framework.UpgradeSpringFramework_6_0,10,9,10786,1747,52719,8740
org.openrewrite.java.spring.batch.MigrateItemWriterWrite,10,9,0,0,50198,9828
org.openrewrite.java.migrate.jakarta.JavaxElToJakartaEl,10,9,6693,1857,16935,2371
org.openrewrite.java.spring.test.SpringRulesToJUnitExtension,10,9,0,0,242357,43077
org.openrewrite.java.spring.boot3.RemoveConstructorBindingAnnotation,10,9,0,0,79787,11206
org.openrewrite.java.spring.framework.UseObjectUtilsIsEmpty,10,9,276576,238562,60451,7991
org.openrewrite.maven.AddAnnotationProcessor,10,9,0,0,2066,234
org.openrewrite.java.testing.junit5.UpdateMockWebServer,10,9,0,0,113925,13922
org.openrewrite.java.migrate.jakarta.JavaxWsToJakartaWs,10,9,5744,781,25119,4117
org.openrewrite.java.migrate.jakarta.JavaxEjbJarXmlToJakartaEjbJarXml,10,9,11073,1716,22148,2547
org.openrewrite.java.migrate.sql.MigrateDriverManagerSetLogStream,10,9,0,0,42785,24991
org.openrewrite.java.migrate.lang.UseTextBlocks,10,9,0,0,2253761,422074
org.openrewrite.java.spring.SeparateApplicationPropertiesByProfile,10,9,968520,598282,1656207,1193043
org.openrewrite.java.migrate.javaee7,10,9,7886,1364,18522,3786
org.openrewrite.java.migrate.javaee8,10,9,12602,3889,15086,1235
org.openrewrite.java.testing.junit5.ThrowingRunnableToExecutable,10,9,0,0,53648,15356
org.openrewrite.java.migrate.javaee6,10,9,6362,1329,11594,935
org.openrewrite.java.testing.junit5.TestRuleToTestInfo,10,9,0,0,54783,3716
org.openrewrite.java.spring.boot2.SpringBoot2BestPractices,10,9,88716,66424,344444,234366
org.openrewrite.java.migrate.javax.AddJaxbRuntime,10,9,720965,150761,5522593,3786203
org.openrewrite.java.migrate.jakarta.RemovedStateManagerMethods,10,9,7987,1313,32771,2056
org.openrewrite.java.migrate.lang.MigrateClassNewInstanceToGetDeclaredConstructorNewInstance,10,9,0,0,823113,180146
org.openrewrite.java.testing.junit5.UpgradeOkHttpMockWebServer,10,9,0,0,67190,21293
org.openrewrite.java.migrate.jakarta.JacksonJavaxToJakarta,10,9,11869,2250,26680,4013
org.openrewrite.java.spring.framework.MigrateResponseEntityExceptionHandlerHttpStatusToHttpStatusCode,10,9,0,0,92252,9846
org.openrewrite.java.spring.security6.oauth2.server.resource.OAuth2ResourceServerLambdaDsl,10,9,0,0,28046,7086
org.openrewrite.java.testing.junit5.AddHamcrestJUnitDependency,10,9,1414583,274766,155147,26066
org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_0,10,9,21355,11366,18362,2925
org.openrewrite.java.spring.boot3.UpgradeSpringBoot_3_1,10,9,3910,1290,6893,1635
org.openrewrite.java.migrate.javax.AddJaxbAPIDependencies,10,9,5937,754,18475,1574
org.openrewrite.java.migrate.jakarta.UpdateApacheWSSecurityPackages,10,9,7644,1546,22840,4923
org.openrewrite.java.migrate.util.UseEnumSetOf,10,9,0,0,902710,142817
org.openrewrite.java.spring.batch.JobParameterToString,10,9,0,0,23507,2453
org.openrewrite.java.springdoc.UpgradeSpringDoc_2,10,9,17450,2636,62796,6179
org.openrewrite.java.spring.boot2.GetErrorAttributes,10,9,0,0,94764,16561
org.openrewrite.java.migrate.jakarta.ApplicationPathWildcardNoLongerAccepted,10,9,0,0,2886201,1087952
org.openrewrite.java.migrate.lang.StringFormatted,10,9,0,0,284173,46866
org.openrewrite.java.migrate.jakarta.JohnzonJavaxToJakarta,10,9,6995,2354,25491,2342
org.openrewrite.java.ChangeType,10,9,0,0,461519721,5271310
org.openrewrite.java.migrate.javax.MigrateElementKindVisitor6To9,10,9,4818,794,12621,1559
org.openrewrite.java.migrate.concurrent.MigrateAtomicLongWeakCompareAndSetToWeakCompareAndSetPlain,10,9,5841,642,12634,1105
org.openrewrite.java.testing.mockito.PowerMockitoWhenNewToMockito,10,9,0,0,60484,13303
org.openrewrite.gradle.plugins.UpgradePluginVersion,10,9,9670289,676358,8177396,801875
org.openrewrite.text.FindAndReplace,10,9,0,0,28398479,10182844
org.openrewrite.java.ChangeMethodTargetToStatic,10,9,0,0,1002086,82995
org.openrewrite.java.migrate.JpaCacheProperties,10,9,0,0,137053,67453
org.openrewrite.java.spring.kafka.KafkaTestUtilsDuration,10,9,0,0,130884,29965
org.openrewrite.java.dependencies.RemoveDependency,10,9,9149221,882599,26974318,1110207
org.openrewrite.java.testing.byteman.BytemanJUnit4ToBytemanJUnit5,10,9,0,0,90300,26119
org.openrewrite.maven.ExcludeDependency,10,9,0,0,69071683,47180898
org.openrewrite.java.migrate.jakarta.JavaxOrmXmlToJakartaOrmXml,10,9,16420,1329,13399,1906
org.openrewrite.java.spring.data.RefactorSimpleMongoDbFactory,10,9,0,0,1016836,507702
org.openrewrite.maven.RemoveDuplicateDependencies,10,9,0,0,1736466,1387746
org.openrewrite.java.springdoc.MigrateSpringdocCommon,10,9,16649,2390,66048,7606
org.openrewrite.java.migrate.RemovedZipFinalizeMethods,10,9,3538,629,15880,1962
org.openrewrite.java.spring.DeleteSpringProperty,10,9,0,0,6906063,1865638
org.openrewrite.xml.AddOrUpdateChildTag,10,9,0,0,162897,101070
org.openrewrite.java.spring.batch.ConvertReceiveTypeWhenCallStepExecutionMethod,10,9,0,0,82668,9958
org.openrewrite.apache.httpclient5.NewStatusLine,10,9,0,0,36716,21008
org.openrewrite.java.migrate.javax.MigrateSimpleAnnotationValueVisitor6To9,10,9,4120,657,10873,1350
org.openrewrite.java.spring.batch.MigrateStepBuilderFactory,10,9,0,0,30111,4915
org.openrewrite.java.spring.boot2.HttpSecurityLambdaDsl,10,9,0,0,110135,15677
org.openrewrite.java.ChangeMethodName,10,9,0,0,20187217,299240
